# Países;Fecha;Super 95;Super 95 (Sin imp.);Diesel;Diesel (Sin imp.);Diesel Cal.;Diesel Cal. (Sin imp.)
Alemania;10/02/2014;1,532€;0,633€;1,383€;0,692€;0,840€;0,644€
Alemania;03/02/2014;1,531€;0,632€;1,382€;0,691€;0,841€;0,645€
Alemania;27/01/2014;1,529€;0,630€;1,380€;0,689€;0,842€;0,646€
Alemania;20/01/2014;1,524€;0,626€;1,377€;0,687€;0,828€;0,635€
Alemania;13/01/2014;1,526€;0,628€;1,375€;0,685€;0,837€;0,642€
Alemania;06/01/2014;1,539€;0,639€;1,394€;0,701€;0,867€;0,667€
Alemania;14/12/2015;1,299€;0,437€;1,056€;0,417€;0,510€;0,367€
Alemania;07/12/2015;1,318€;0,453€;1,099€;0,453€;0,547€;0,398€
Alemania;30/11/2015;1,329€;0,462€;1,123€;0,473€;0,578€;0,424€
Alemania;23/11/2015;1,325€;0,459€;1,125€;0,475€;0,584€;0,429€
Alemania;16/11/2015;1,329€;0,462€;1,127€;0,477€;0,606€;0,448€
Alemania;09/11/2015;1,336€;0,468€;1,136€;0,484€;0,617€;0,457€
Alemania;02/11/2015;1,314€;0,450€;1,116€;0,467€;0,575€;0,422€
Alemania;26/10/2015;1,305€;0,442€;1,108€;0,461€;0,572€;0,420€
Alemania;19/10/2015;1,302€;0,440€;1,100€;0,454€;0,577€;0,424€
Alemania;12/10/2015;1,336€;0,468€;1,135€;0,483€;0,614€;0,455€
Alemania;05/10/2015;1,319€;0,454€;1,116€;0,467€;0,585€;0,431€
Alemania;28/09/2015;1,334€;0,467€;1,120€;0,471€;0,600€;0,443€
Alemania;21/09/2015;1,360€;0,488€;1,141€;0,488€;0,586€;0,431€
Alemania;14/09/2015;1,366€;0,493€;1,145€;0,492€;0,611€;0,452€
Alemania;07/09/2015;1,375€;0,501€;1,152€;0,498€;0,599€;0,442€
Alemania;31/08/2015;1,355€;0,484€;1,116€;0,467€;0,555€;0,405€
Alemania;24/08/2015;1,382€;0,507€;1,139€;0,487€;0,602€;0,445€
Alemania;17/08/2015;1,434€;0,551€;1,157€;0,502€;0,604€;0,446€
Alemania;10/08/2015;1,459€;0,572€;1,163€;0,507€;0,611€;0,452€
Alemania;03/08/2015;1,477€;0,587€;1,178€;0,520€;0,610€;0,452€
Alemania;27/07/2015;1,479€;0,588€;1,190€;0,530€;0,630€;0,468€
Alemania;20/07/2015;1,488€;0,596€;1,202€;0,540€;0,647€;0,482€
Alemania;13/07/2015;1,519€;0,622€;1,215€;0,551€;0,637€;0,474€
Alemania;06/07/2015;1,504€;0,609€;1,237€;0,569€;0,675€;0,506€
Alemania;29/06/2015;1,495€;0,602€;1,241€;0,572€;0,682€;0,512€
Alemania;22/06/2015;1,499€;0,605€;1,237€;0,569€;0,673€;0,504€
Alemania;15/06/2015;1,499€;0,605€;1,241€;0,572€;0,684€;0,513€
Alemania;08/06/2015;1,488€;0,596€;1,243€;0,574€;0,689€;0,518€
Alemania;01/06/2015;1,485€;0,593€;1,255€;0,584€;0,698€;0,525€
Alemania;25/05/2015;1,494€;0,601€;1,270€;0,597€;0,694€;0,522€
Alemania;18/05/2015;1,487€;0,595€;1,266€;0,593€;0,692€;0,520€
Alemania;11/05/2015;1,487€;0,595€;1,263€;0,591€;0,713€;0,538€
Alemania;04/05/2015;1,489€;0,597€;1,259€;0,588€;0,694€;0,522€
Alemania;27/04/2015;1,480€;0,589€;1,252€;0,582€;0,681€;0,511€
Alemania;20/04/2015;1,466€;0,577€;1,243€;0,574€;0,685€;0,515€
Alemania;13/04/2015;1,437€;0,553€;1,217€;0,552€;0,660€;0,493€
Alemania;30/03/2015;1,426€;0,544€;1,206€;0,543€;0,644€;0,480€
Alemania;23/03/2015;1,409€;0,530€;1,210€;0,546€;0,644€;0,480€
Alemania;16/03/2015;1,417€;0,536€;1,225€;0,559€;0,675€;0,506€
Alemania;09/03/2015;1,405€;0,526€;1,232€;0,565€;0,680€;0,510€
Alemania;02/03/2015;1,387€;0,511€;1,231€;0,564€;0,670€;0,502€
Alemania;23/02/2015;1,366€;0,493€;1,216€;0,551€;0,674€;0,505€
Alemania;16/02/2015;1,361€;0,489€;1,208€;0,545€;0,660€;0,494€
Alemania;09/02/2015;1,343€;0,474€;1,183€;0,524€;0,645€;0,481€
Alemania;02/02/2015;1,298€;0,436€;1,134€;0,483€;0,595€;0,439€
Alemania;26/01/2015;1,290€;0,430€;1,133€;0,482€;0,578€;0,425€
Alemania;19/01/2015;1,279€;0,420€;1,118€;0,469€;0,559€;0,409€
Alemania;12/01/2015;1,296€;0,435€;1,141€;0,488€;0,582€;0,428€
Alemania;05/01/2015;1,328€;0,461€;1,177€;0,519€;0,629€;0,467€
Alemania;19/12/2016;1,380€;0,505€;1,194€;0,533€;0,627€;0,466€
Alemania;12/12/2016;1,365€;0,493€;1,176€;0,518€;0,605€;0,447€
Alemania;05/12/2016;1,358€;0,487€;1,167€;0,510€;0,585€;0,430€
Alemania;28/11/2016;1,334€;0,467€;1,144€;0,491€;0,587€;0,432€
Alemania;21/11/2016;1,318€;0,453€;1,126€;0,476€;0,560€;0,409€
Alemania;14/11/2016;1,317€;0,452€;1,120€;0,471€;0,548€;0,400€
Alemania;07/11/2016;1,327€;0,461€;1,127€;0,477€;0,568€;0,416€
Alemania;31/10/2016;1,328€;0,461€;1,132€;0,481€;0,594€;0,438€
Alemania;24/10/2016;1,331€;0,464€;1,134€;0,483€;0,602€;0,445€
Alemania;17/10/2016;1,330€;0,463€;1,131€;0,480€;0,593€;0,437€
Alemania;10/10/2016;1,350€;0,480€;1,142€;0,489€;0,576€;0,423€
Alemania;03/10/2016;1,336€;0,468€;1,123€;0,473€;0,532€;0,386€
Alemania;26/09/2016;1,325€;0,459€;1,110€;0,462€;0,533€;0,387€
Alemania;19/09/2016;1,323€;0,457€;1,100€;0,454€;0,530€;0,384€
Alemania;12/09/2016;1,333€;0,466€;1,115€;0,467€;0,534€;0,387€
Alemania;05/09/2016;1,290€;0,430€;1,077€;0,435€;0,543€;0,395€
Alemania;29/08/2016;1,323€;0,457€;1,112€;0,464€;0,548€;0,400€
Alemania;22/08/2016;1,319€;0,454€;1,110€;0,462€;0,538€;0,391€
Alemania;15/08/2016;1,299€;0,437€;1,083€;0,440€;0,512€;0,369€
Alemania;08/08/2016;1,298€;0,436€;1,073€;0,431€;0,482€;0,343€
Alemania;01/08/2016;1,297€;0,435€;1,076€;0,434€;0,511€;0,368€
Alemania;25/07/2016;1,309€;0,446€;1,100€;0,454€;0,527€;0,382€
Alemania;18/07/2016;1,320€;0,455€;1,103€;0,456€;0,535€;0,388€
Alemania;11/07/2016;1,321€;0,456€;1,109€;0,462€;0,540€;0,393€
Alemania;04/07/2016;1,345€;0,476€;1,121€;0,472€;0,554€;0,404€
Alemania;27/06/2016;1,357€;0,486€;1,125€;0,475€;0,552€;0,402€
Alemania;20/06/2016;1,324€;0,458€;1,097€;0,451€;0,550€;0,401€
Alemania;13/06/2016;1,352€;0,482€;1,124€;0,474€;0,556€;0,406€
Alemania;06/06/2016;1,359€;0,488€;1,121€;0,472€;0,554€;0,404€
Alemania;30/05/2016;1,354€;0,483€;1,118€;0,469€;0,565€;0,413€
Alemania;23/05/2016;1,338€;0,470€;1,104€;0,457€;0,554€;0,404€
Alemania;16/05/2016;1,334€;0,467€;1,096€;0,451€;0,513€;0,369€
Alemania;09/05/2016;1,317€;0,452€;1,078€;0,435€;0,512€;0,369€
Alemania;02/05/2016;1,325€;0,459€;1,084€;0,441€;0,525€;0,379€
Alemania;25/04/2016;1,313€;0,449€;1,067€;0,426€;0,496€;0,356€
Alemania;18/04/2016;1,303€;0,440€;1,051€;0,413€;0,497€;0,357€
Alemania;11/04/2016;1,287€;0,427€;1,027€;0,393€;0,451€;0,317€
Alemania;04/04/2016;1,283€;0,424€;1,033€;0,398€;0,476€;0,339€
Alemania;21/03/2016;1,244€;0,391€;1,046€;0,409€;0,488€;0,349€
Alemania;14/03/2016;1,243€;0,390€;1,043€;0,406€;0,499€;0,358€
Alemania;07/03/2016;1,227€;0,377€;1,020€;0,387€;0,463€;0,327€
Alemania;29/02/2016;1,226€;0,376€;1,009€;0,378€;0,443€;0,311€
Alemania;22/02/2016;1,214€;0,366€;0,999€;0,369€;0,440€;0,308€
Alemania;15/02/2016;1,170€;0,329€;0,947€;0,325€;0,424€;0,295€
Alemania;08/02/2016;1,239€;0,387€;0,995€;0,366€;0,444€;0,312€
Alemania;01/02/2016;1,259€;0,403€;0,992€;0,363€;0,430€;0,300€
Alemania;25/01/2016;1,252€;0,398€;0,974€;0,348€;0,407€;0,281€
Alemania;18/01/2016;1,239€;0,387€;0,978€;0,351€;0,442€;0,310€
Alemania;11/01/2016;1,258€;0,403€;0,998€;0,368€;0,481€;0,343€
Alemania;04/01/2016;1,278€;0,419€;1,022€;0,388€;0,489€;0,350€
Alemania;18/12/2017;1,355€;0,484€;1,180€;0,521€;0,655€;0,489€
Alemania;11/12/2017;1,348€;0,478€;1,174€;0,516€;0,639€;0,476€
Alemania;04/12/2017;1,359€;0,488€;1,179€;0,520€;0,645€;0,481€
Alemania;27/11/2017;1,363€;0,491€;1,176€;0,518€;0,652€;0,487€
Alemania;20/11/2017;1,358€;0,487€;1,174€;0,516€;0,636€;0,473€
Alemania;13/11/2017;1,348€;0,478€;1,152€;0,498€;0,650€;0,485€
Alemania;06/11/2017;1,399€;0,521€;1,196€;0,535€;0,634€;0,471€
Alemania;30/10/2017;1,376€;0,502€;1,187€;0,527€;0,616€;0,456€
Alemania;23/10/2017;1,360€;0,488€;1,179€;0,520€;0,619€;0,459€
Alemania;16/10/2017;1,362€;0,490€;1,178€;0,520€;0,608€;0,450€
Alemania;09/10/2017;1,369€;0,496€;1,183€;0,524€;0,610€;0,451€
Alemania;02/10/2017;1,376€;0,502€;1,189€;0,529€;0,632€;0,470€
Alemania;25/09/2017;1,376€;0,502€;1,174€;0,516€;0,602€;0,445€
Alemania;18/09/2017;1,381€;0,506€;1,166€;0,509€;0,596€;0,439€
Alemania;11/09/2017;1,395€;0,518€;1,165€;0,509€;0,597€;0,440€
Alemania;04/09/2017;1,393€;0,516€;1,153€;0,499€;0,574€;0,421€
Alemania;28/08/2017;1,362€;0,490€;1,138€;0,486€;0,564€;0,413€
Alemania;21/08/2017;1,350€;0,480€;1,131€;0,480€;0,567€;0,415€
Alemania;14/08/2017;1,356€;0,485€;1,143€;0,490€;0,573€;0,420€
Alemania;07/08/2017;1,355€;0,484€;1,142€;0,489€;0,577€;0,424€
Alemania;31/07/2017;1,348€;0,478€;1,134€;0,483€;0,561€;0,410€
Alemania;24/07/2017;1,347€;0,477€;1,128€;0,478€;0,561€;0,410€
Alemania;17/07/2017;1,349€;0,479€;1,129€;0,478€;0,563€;0,412€
Alemania;10/07/2017;1,342€;0,473€;1,121€;0,472€;0,572€;0,419€
Alemania;03/07/2017;1,344€;0,475€;1,119€;0,470€;0,551€;0,402€
Alemania;26/06/2017;1,344€;0,475€;1,114€;0,466€;0,548€;0,399€
Alemania;19/06/2017;1,353€;0,482€;1,121€;0,472€;0,558€;0,408€
Alemania;12/06/2017;1,362€;0,490€;1,125€;0,475€;0,554€;0,404€
Alemania;05/06/2017;1,377€;0,503€;1,149€;0,495€;0,581€;0,427€
Alemania;29/05/2017;1,381€;0,506€;1,159€;0,504€;0,599€;0,442€
Alemania;22/05/2017;1,377€;0,503€;1,153€;0,499€;0,581€;0,427€
Alemania;15/05/2017;1,376€;0,502€;1,153€;0,499€;0,578€;0,424€
Alemania;08/05/2017;1,366€;0,493€;1,145€;0,492€;0,578€;0,424€
Alemania;01/05/2017;1,388€;0,512€;1,170€;0,513€;0,601€;0,444€
Alemania;24/04/2017;1,401€;0,523€;1,182€;0,523€;0,625€;0,464€
Alemania;10/04/2017;1,403€;0,524€;1,184€;0,525€;0,622€;0,461€
Alemania;03/04/2017;1,383€;0,508€;1,168€;0,511€;0,596€;0,439€
Alemania;27/03/2017;1,361€;0,489€;1,159€;0,504€;0,585€;0,430€
Alemania;20/03/2017;1,362€;0,490€;1,165€;0,509€;0,597€;0,440€
Alemania;13/03/2017;1,381€;0,506€;1,183€;0,524€;0,631€;0,469€
Alemania;06/03/2017;1,389€;0,513€;1,196€;0,535€;0,642€;0,478€
Alemania;27/02/2017;1,404€;0,525€;1,200€;0,538€;0,638€;0,475€
Alemania;20/02/2017;1,408€;0,529€;1,196€;0,535€;0,638€;0,475€
Alemania;13/02/2017;1,409€;0,530€;1,198€;0,536€;0,630€;0,468€
Alemania;06/02/2017;1,402€;0,524€;1,195€;0,534€;0,623€;0,462€
Alemania;30/01/2017;1,397€;0,519€;1,192€;0,531€;0,619€;0,459€
Alemania;23/01/2017;1,393€;0,516€;1,189€;0,529€;0,619€;0,459€
Alemania;16/01/2017;1,398€;0,520€;1,200€;0,538€;0,625€;0,464€
Alemania;09/01/2017;1,403€;0,524€;1,210€;0,546€;0,641€;0,477€
Alemania;02/01/2017;1,405€;0,526€;1,216€;0,551€;0,644€;0,480€
Alemania;17/12/2018;1,425€;0,543€;1,299€;0,621€;0,722€;0,545€
Alemania;10/12/2018;1,460€;0,572€;1,334€;0,651€;0,759€;0,576€
Alemania;03/12/2018;1,485€;0,593€;1,363€;0,675€;0,777€;0,592€
Alemania;26/11/2018;1,509€;0,614€;1,387€;0,695€;0,818€;0,626€
Alemania;19/11/2018;1,540€;0,640€;1,427€;0,729€;0,861€;0,662€
Alemania;12/11/2018;1,556€;0,653€;1,445€;0,744€;0,909€;0,703€
Alemania;05/11/2018;1,555€;0,652€;1,438€;0,738€;0,922€;0,713€
Alemania;29/10/2018;1,547€;0,646€;1,420€;0,723€;0,895€;0,691€
Alemania;22/10/2018;1,521€;0,624€;1,381€;0,690€;0,846€;0,650€
Alemania;15/10/2018;1,513€;0,617€;1,368€;0,679€;0,859€;0,661€
Alemania;08/10/2018;1,528€;0,630€;1,370€;0,681€;0,845€;0,649€
Alemania;01/10/2018;1,510€;0,614€;1,336€;0,652€;0,810€;0,619€
Alemania;24/09/2018;1,512€;0,616€;1,328€;0,646€;0,797€;0,608€
Alemania;17/09/2018;1,519€;0,622€;1,332€;0,649€;0,817€;0,625€
Alemania;10/09/2018;1,511€;0,615€;1,331€;0,648€;0,814€;0,623€
Alemania;03/09/2018;1,499€;0,605€;1,314€;0,634€;0,771€;0,587€
Alemania;27/08/2018;1,490€;0,598€;1,301€;0,623€;0,743€;0,563€
Alemania;20/08/2018;1,481€;0,590€;1,293€;0,616€;0,741€;0,561€
Alemania;13/08/2018;1,479€;0,588€;1,288€;0,612€;0,744€;0,564€
Alemania;06/08/2018;1,475€;0,585€;1,274€;0,600€;0,721€;0,545€
Alemania;30/07/2018;1,466€;0,577€;1,275€;0,601€;0,728€;0,550€
Alemania;23/07/2018;1,451€;0,565€;1,265€;0,593€;0,701€;0,528€
Alemania;16/07/2018;1,455€;0,568€;1,272€;0,599€;0,734€;0,555€
Alemania;09/07/2018;1,458€;0,571€;1,276€;0,602€;0,728€;0,550€
Alemania;02/07/2018;1,462€;0,574€;1,278€;0,604€;0,719€;0,543€
Alemania;25/06/2018;1,444€;0,559€;1,265€;0,593€;0,721€;0,545€
Alemania;18/06/2018;1,454€;0,567€;1,276€;0,602€;0,721€;0,545€
Alemania;11/06/2018;1,459€;0,572€;1,279€;0,604€;0,736€;0,557€
Alemania;04/06/2018;1,472€;0,582€;1,294€;0,617€;0,736€;0,557€
Alemania;28/05/2018;1,475€;0,585€;1,296€;0,619€;0,754€;0,572€
Alemania;21/05/2018;1,474€;0,584€;1,293€;0,616€;0,737€;0,558€
Alemania;14/05/2018;1,441€;0,556€;1,260€;0,588€;0,727€;0,550€
Alemania;07/05/2018;1,412€;0,532€;1,231€;0,564€;0,690€;0,518€
Alemania;30/04/2018;1,412€;0,532€;1,233€;0,566€;0,690€;0,518€
Alemania;23/04/2018;1,394€;0,517€;1,215€;0,551€;0,676€;0,507€
Alemania;16/04/2018;1,383€;0,508€;1,206€;0,543€;0,677€;0,508€
Alemania;09/04/2018;1,366€;0,493€;1,191€;0,530€;0,666€;0,498€
Alemania;26/03/2018;1,318€;0,453€;1,174€;0,516€;0,658€;0,492€
Alemania;19/03/2018;1,325€;0,459€;1,168€;0,511€;0,630€;0,468€
Alemania;12/03/2018;1,326€;0,460€;1,168€;0,511€;0,628€;0,466€
Alemania;05/03/2018;1,340€;0,472€;1,172€;0,514€;0,649€;0,484€
Alemania;26/02/2018;1,340€;0,472€;1,172€;0,514€;0,635€;0,472€
Alemania;19/02/2018;1,339€;0,471€;1,164€;0,508€;0,607€;0,449€
Alemania;12/02/2018;1,355€;0,484€;1,179€;0,520€;0,647€;0,482€
Alemania;05/02/2018;1,371€;0,498€;1,195€;0,534€;0,652€;0,487€
Alemania;29/01/2018;1,371€;0,498€;1,197€;0,535€;0,664€;0,497€
Alemania;22/01/2018;1,356€;0,485€;1,190€;0,530€;0,662€;0,495€
Alemania;15/01/2018;1,352€;0,482€;1,190€;0,530€;0,675€;0,506€
Alemania;08/01/2018;1,376€;0,502€;1,214€;0,550€;0,665€;0,497€
Alemania;01/01/2018;1,378€;0,503€;1,207€;0,544€;0,665€;0,497€
Alemania;16/12/2019;1,371€;0,498€;1,254€;0,583€;0,704€;0,530€
Alemania;09/12/2019;1,387€;0,511€;1,246€;0,577€;0,692€;0,520€
Alemania;02/12/2019;1,401€;0,523€;1,254€;0,583€;0,714€;0,539€
Alemania;25/11/2019;1,401€;0,523€;1,253€;0,583€;0,681€;0,511€
Alemania;18/11/2019;1,395€;0,518€;1,253€;0,583€;0,688€;0,517€
Alemania;11/11/2019;1,398€;0,520€;1,249€;0,579€;0,705€;0,531€
Alemania;04/11/2019;1,393€;0,516€;1,249€;0,579€;0,708€;0,534€
Alemania;28/10/2019;1,385€;0,509€;1,251€;0,581€;0,702€;0,529€
Alemania;21/10/2019;1,389€;0,513€;1,254€;0,583€;0,703€;0,529€
Alemania;14/10/2019;1,402€;0,524€;1,261€;0,589€;0,706€;0,532€
Alemania;07/10/2019;1,408€;0,529€;1,261€;0,589€;0,719€;0,543€
Alemania;30/09/2019;1,408€;0,529€;1,266€;0,593€;0,723€;0,546€
Alemania;23/09/2019;1,416€;0,535€;1,268€;0,595€;0,733€;0,555€
Alemania;16/09/2019;1,403€;0,524€;1,247€;0,578€;0,714€;0,539€
Alemania;09/09/2019;1,404€;0,525€;1,234€;0,567€;0,690€;0,518€
Alemania;02/09/2019;1,402€;0,524€;1,229€;0,562€;0,691€;0,519€
Alemania;26/08/2019;1,409€;0,530€;1,229€;0,562€;0,698€;0,525€
Alemania;19/08/2019;1,420€;0,539€;1,237€;0,569€;0,704€;0,530€
Alemania;12/08/2019;1,423€;0,541€;1,226€;0,560€;0,680€;0,510€
Alemania;05/08/2019;1,451€;0,565€;1,248€;0,578€;0,718€;0,542€
Alemania;29/07/2019;1,450€;0,564€;1,247€;0,578€;0,713€;0,538€
Alemania;22/07/2019;1,436€;0,552€;1,242€;0,573€;0,701€;0,528€
Alemania;15/07/2019;1,478€;0,588€;1,257€;0,586€;0,704€;0,530€
Alemania;08/07/2019;1,460€;0,572€;1,241€;0,572€;0,692€;0,520€
Alemania;01/07/2019;1,474€;0,584€;1,254€;0,583€;0,707€;0,533€
Alemania;24/06/2019;1,481€;0,590€;1,256€;0,585€;0,692€;0,520€
Alemania;17/06/2019;1,485€;0,593€;1,248€;0,578€;0,684€;0,513€
Alemania;10/06/2019;1,496€;0,603€;1,253€;0,583€;0,690€;0,518€
Alemania;03/06/2019;1,536€;0,636€;1,285€;0,609€;0,749€;0,568€
Alemania;27/05/2019;1,539€;0,639€;1,295€;0,618€;0,762€;0,579€
Alemania;20/05/2019;1,533€;0,634€;1,308€;0,629€;0,746€;0,566€
Alemania;13/05/2019;1,508€;0,613€;1,291€;0,614€;0,740€;0,561€
Alemania;06/05/2019;1,509€;0,614€;1,298€;0,620€;0,743€;0,563€
Alemania;29/04/2019;1,495€;0,602€;1,295€;0,618€;0,749€;0,568€
Alemania;15/04/2019;1,461€;0,573€;1,272€;0,599€;0,732€;0,554€
Alemania;08/04/2019;1,430€;0,547€;1,253€;0,583€;0,728€;0,550€
Alemania;01/04/2019;1,407€;0,528€;1,246€;0,577€;0,723€;0,546€
Alemania;25/03/2019;1,382€;0,507€;1,258€;0,587€;0,714€;0,539€
Alemania;18/03/2019;1,346€;0,477€;1,260€;0,588€;0,722€;0,545€
Alemania;11/03/2019;1,359€;0,488€;1,262€;0,590€;0,723€;0,546€
Alemania;04/03/2019;1,352€;0,482€;1,261€;0,589€;0,722€;0,545€
Alemania;25/02/2019;1,336€;0,468€;1,262€;0,590€;0,718€;0,542€
Alemania;18/02/2019;1,348€;0,478€;1,257€;0,586€;0,706€;0,532€
Alemania;11/02/2019;1,328€;0,461€;1,240€;0,572€;0,701€;0,528€
Alemania;04/02/2019;1,332€;0,465€;1,232€;0,565€;0,698€;0,525€
Alemania;28/01/2019;1,330€;0,463€;1,234€;0,567€;0,697€;0,524€
Alemania;21/01/2019;1,338€;0,470€;1,236€;0,568€;0,700€;0,527€
Alemania;14/01/2019;1,353€;0,482€;1,236€;0,568€;0,701€;0,528€
Alemania;07/01/2019;1,352€;0,482€;1,226€;0,560€;0,722€;0,545€
Alemania;21/12/2020;1,281€;0,450€;1,112€;0,488€;0,557€;0,419€
Alemania;14/12/2020;1,257€;0,429€;1,097€;0,475€;0,479€;0,352€
Alemania;07/12/2020;1,267€;0,438€;1,086€;0,466€;0,489€;0,360€
Alemania;30/11/2020;1,272€;0,442€;1,082€;0,462€;0,491€;0,362€
Alemania;23/11/2020;1,263€;0,434€;1,071€;0,453€;0,463€;0,338€
Alemania;16/11/2020;1,261€;0,433€;1,063€;0,446€;0,476€;0,349€
Alemania;09/11/2020;1,237€;0,412€;1,039€;0,425€;0,442€;0,320€
Alemania;02/11/2020;1,238€;0,413€;1,029€;0,417€;0,443€;0,321€
Alemania;26/10/2020;1,266€;0,437€;1,044€;0,430€;0,449€;0,326€
Alemania;19/10/2020;1,281€;0,450€;1,048€;0,433€;0,452€;0,328€
Alemania;12/10/2020;1,293€;0,460€;1,051€;0,436€;0,447€;0,324€
Alemania;05/10/2020;1,289€;0,457€;1,044€;0,430€;0,439€;0,317€
Alemania;28/09/2020;1,284€;0,452€;1,040€;0,426€;0,436€;0,315€
Alemania;21/09/2020;1,289€;0,457€;1,050€;0,435€;0,467€;0,341€
Alemania;14/09/2020;1,283€;0,452€;1,049€;0,434€;0,467€;0,341€
Alemania;17/08/2020;1,287€;0,455€;1,083€;0,463€;0,475€;0,348€
Alemania;10/08/2020;1,283€;0,452€;1,085€;0,465€;0,475€;0,348€
Alemania;08/06/2020;1,249€;0,395€;1,075€;0,433€;0,512€;0,369€
Alemania;01/06/2020;1,222€;0,372€;1,060€;0,420€;0,502€;0,361€
Alemania;25/05/2020;1,216€;0,367€;1,054€;0,415€;0,501€;0,360€
Alemania;18/05/2020;1,199€;0,353€;1,047€;0,409€;0,479€;0,341€
Alemania;11/05/2020;1,191€;0,346€;1,045€;0,408€;0,486€;0,347€
Alemania;04/05/2020;1,169€;0,328€;1,043€;0,406€;0,447€;0,314€
Alemania;27/04/2020;1,170€;0,329€;1,045€;0,408€;0,470€;0,334€
Alemania;20/04/2020;1,192€;0,347€;1,080€;0,437€;0,507€;0,365€
Alemania;06/04/2020;1,234€;0,382€;1,109€;0,462€;0,525€;0,380€
Alemania;30/03/2020;1,245€;0,392€;1,111€;0,463€;0,555€;0,405€
Alemania;23/03/2020;1,264€;0,408€;1,119€;0,470€;0,542€;0,394€
Alemania;16/03/2020;1,303€;0,440€;1,139€;0,487€;0,561€;0,410€
Alemania;09/03/2020;1,359€;0,488€;1,189€;0,529€;0,608€;0,450€
Alemania;02/03/2020;1,373€;0,499€;1,200€;0,538€;0,614€;0,455€
Alemania;24/02/2020;1,413€;0,533€;1,239€;0,571€;0,648€;0,483€
Alemania;17/02/2020;1,402€;0,524€;1,240€;0,572€;0,644€;0,480€
Alemania;10/02/2020;1,396€;0,519€;1,240€;0,572€;0,626€;0,465€
Alemania;03/02/2020;1,397€;0,519€;1,247€;0,578€;0,655€;0,489€
Alemania;27/01/2020;1,393€;0,516€;1,267€;0,594€;0,674€;0,505€
Alemania;20/01/2020;1,401€;0,523€;1,284€;0,609€;0,690€;0,518€
Alemania;13/01/2020;1,400€;0,522€;1,308€;0,629€;0,734€;0,555€
Alemania;06/01/2020;1,419€;0,538€;1,328€;0,646€;0,725€;0,548€
Alemania;18/10/2021;1,730€;0,799€;1,560€;0,841€;0,905€;0,699€
Alemania;11/10/2021;1,702€;0,776€;1,522€;0,809€;0,879€;0,677€
Alemania;04/10/2021;1,667€;0,746€;1,474€;0,768€;0,825€;0,632€
Alemania;27/09/2021;1,633€;0,718€;1,437€;0,737€;0,799€;0,610€
Alemania;20/09/2021;1,636€;0,720€;1,420€;0,723€;0,783€;0,597€
Alemania;13/09/2021;1,629€;0,714€;1,401€;0,707€;0,766€;0,582€
Alemania;06/09/2021;1,624€;0,710€;1,395€;0,702€;0,771€;0,587€
Alemania;30/08/2021;1,616€;0,703€;1,390€;0,698€;0,758€;0,576€
Alemania;23/08/2021;1,603€;0,693€;1,374€;0,684€;0,742€;0,562€
Alemania;16/08/2021;1,623€;0,709€;1,392€;0,699€;0,748€;0,567€
Alemania;09/08/2021;1,621€;0,708€;1,391€;0,699€;0,753€;0,571€
Alemania;02/08/2021;1,623€;0,709€;1,400€;0,706€;0,759€;0,576€
Alemania;26/07/2021;1,613€;0,701€;1,395€;0,702€;0,734€;0,555€
Alemania;19/07/2021;1,615€;0,703€;1,399€;0,705€;0,774€;0,589€
Alemania;12/07/2021;1,603€;0,693€;1,392€;0,699€;0,767€;0,583€
Alemania;05/07/2021;1,594€;0,685€;1,385€;0,693€;0,756€;0,574€
Alemania;28/06/2021;1,587€;0,679€;1,380€;0,689€;0,761€;0,578€
Alemania;21/06/2021;1,564€;0,660€;1,368€;0,679€;0,749€;0,568€
Alemania;14/06/2021;1,556€;0,653€;1,361€;0,673€;0,737€;0,558€
Alemania;07/06/2021;1,549€;0,647€;1,351€;0,665€;0,728€;0,550€
Alemania;31/05/2021;1,548€;0,646€;1,343€;0,658€;0,712€;0,537€
Alemania;24/05/2021;1,541€;0,640€;1,337€;0,653€;0,711€;0,536€
Alemania;17/05/2021;1,538€;0,638€;1,329€;0,646€;0,711€;0,536€
Alemania;10/05/2021;1,526€;0,628€;1,315€;0,635€;0,697€;0,524€
Alemania;03/05/2021;1,526€;0,628€;1,315€;0,635€;0,697€;0,524€
Alemania;26/04/2021;1,522€;0,624€;1,310€;0,630€;0,697€;0,524€
Alemania;19/04/2021;1,526€;0,628€;1,310€;0,630€;0,688€;0,517€
Alemania;12/04/2021;1,517€;0,620€;1,308€;0,629€;0,681€;0,511€
Alemania;29/03/2021;1,513€;0,617€;1,308€;0,629€;0,677€;0,508€
Alemania;22/03/2021;1,508€;0,613€;1,311€;0,631€;0,705€;0,531€
Alemania;15/03/2021;1,524€;0,626€;1,325€;0,643€;0,711€;0,536€
Alemania;08/03/2021;1,506€;0,611€;1,317€;0,636€;0,679€;0,509€
Alemania;01/03/2021;1,486€;0,594€;1,304€;0,625€;0,692€;0,520€
Alemania;22/02/2021;1,463€;0,575€;1,291€;0,614€;0,698€;0,525€
Alemania;15/02/2021;1,429€;0,546€;1,272€;0,599€;0,669€;0,501€
Alemania;08/02/2021;1,425€;0,543€;1,254€;0,583€;0,643€;0,479€
Alemania;01/02/2021;1,409€;0,530€;1,235€;0,567€;0,624€;0,463€
Alemania;25/01/2021;1,408€;0,529€;1,231€;0,564€;0,625€;0,464€
